id,name,est_diameter_min,est_diameter_max,relative_velocity,miss_distance,orbiting_body,sentry_object,absolute_magnitude,hazardous
3067492,(2000 YS134),0.063760979,0.1425738833,17928.5976594827,9980651.395142367,Earth,False,23.1,False
3313974,(2006 BV39),0.0040230458,0.0089958039,78622.5634985513,69474731.99651086,Earth,False,29.1,False
3379718,(2007 NL1),0.1529519353,0.3420109247,58668.2898911323,42979239.01666103,Earth,False,21.2,False
3463175,(2009 LW2),0.3051792326,0.6824015094,67427.2413314701,10094722.239382222,Earth,False,19.7,True
3572706,(2011 OB),0.3669061375,0.8204270649,93603.4388915508,71488075.81129809,Earth,False,19.3,True
3731680,(2015 UK),0.0139493823,0.0311917671,34034.9444761827,61591110.137824126,Earth,False,26.4,False
3740825,(2016 BN1),0.1979497587,0.4426291165,45273.2754076121,64417544.92968328,Earth,False,20.64,False
3986682,(2020 AN3),0.2111324448,0.4721064988,61503.1748375652,20252342.663849358,Earth,False,20.5,True
2085182,85182 (1991 AQ),1.0246014747,2.2910785472,133569.0447878095,59192889.510018654,Earth,False,17.07,True
3395956,(2007 WM3),0.063760979,0.1425738833,34057.4645253574,19271833.509066008,Earth,False,23.1,False
3624232,(2013 AJ91),0.3346223745,0.7482383761,178961.5176317593,70621103.49619783,Earth,False,19.5,False
3794971,(2017 YP1),0.0192555078,0.0430566244,62992.158548616,66598567.76102804,Earth,False,25.7,False
54158069,(2021 LW3),0.0640552863,0.1432319745,62231.1240190414,63279390.96067369,Earth,False,23.09,False
3557536,(2011 CL50),0.0092162655,0.0206081961,10942.4020852768,2730963.525595319,Earth,False,27.3,False
3656918,(2014 BF3),0.1677084622,0.3750075218,45437.9024473312,57358435.8005636,Earth,False,21.0,False
54057195,(2020 FG15),0.0555334912,0.1241766613,19618.6428710725,56141970.8172796,Earth,False,23.4,False
54137509,(2021 GS12),0.0201629919,0.0450858206,27829.8809519214,36667240.84372808,Earth,False,25.6,False
2503880,503880 (2000 YJ29),0.6895328745,1.54184238,104251.3300930244,55849922.175358,Earth,False,17.93,False
3172329,(2004 BK11),0.0880146521,0.1968067451,10141.4573463769,50747985.76303922,Earth,False,22.4,False
3740044,(2016 AJ165),0.022108281,0.0494356193,45840.9663682067,31892139.724272624,Earth,False,25.4,False
3776011,(2017 MZ2),0.0201629919,0.0450858206,48278.2660847838,53508267.1800014,Earth,False,25.6,False
54017304,(2020 KB7),0.0088014652,0.0196806745,17681.6093958802,34661779.89422328,Earth,False,27.4,False
54091635,(2020 WR1),0.0342416731,0.0765667087,67031.1409579124,53359100.78017805,Earth,False,24.45,False
2086450,86450 (2000 CK33),0.5553349116,1.2417666126,44690.6105437144,29895907.52720728,Earth,False,18.4,False
2162854,162854 (2001 DE47),0.4232090797,0.9463242708,41150.2999181252,32448956.54997965,Earth,False,18.99,False
2425755,425755 (2011 CP4),0.1529519353,0.3420109247,138119.6179153084,42449777.79210029,Earth,False,21.2,True
3605793,(2012 MP),0.1677084622,0.3750075218,32849.2718380631,71821360.44785456,Earth,False,21.0,False
3610526,(2012 TO139),0.2848098313,0.6368541435,121698.2652200201,14343696.102327328,Earth,False,19.85,True
3625335,(2013 BC70),0.040230458,0.0899580388,56257.7664189838,15729242.283004384,Earth,False,24.1,False
3653190,(2013 US3),0.1453968429,0.3251172245,60442.5023964691,73445496.68104573,Earth,False,21.31,True
3685814,(2014 RF11),0.046190746,0.1032856481,17937.5673015648,46437179.76439061,Earth,False,23.8,False
3753287,(2016 JU28),0.0076657557,0.0171411509,49951.0568774797,58899445.11996995,Earth,False,27.7,False
54248008,(2022 DG),0.0094744711,0.0211855615,66140.4132814536,65984450.49309449,Earth,False,27.24,False
2026663,26663 (2000 XK47),0.5895966084,1.3183780956,54040.4264233289,8995868.483529503,Earth,False,18.27,True
2138911,138911 (2001 AE2),0.3754524794,0.8395372662,18349.9020817116,58466943.86991655,Earth,False,19.25,False
2153219,153219 (2000 YM29),0.5206609142,1.1642331974,80511.7544395639,42118247.579524025,Earth,False,18.54,False
2162117,162117 (1998 SD15),0.4212646106,0.9419763057,79531.909216142,72192646.93765417,Earth,False,19.0,False
2230111,230111 (2001 BE10),0.4023045798,0.8995803882,46055.704244769,6481999.516904809,Earth,False,19.1,True
3656413,(2014 BP),0.0253837029,0.0567596853,36084.4759595308,3945815.604484121,Earth,False,25.1,False
3673866,(2014 MR5),0.0366906138,0.0820427065,37922.0576396191,32345980.94592387,Earth,False,24.3,False
3699442,(2014 WP362),0.0608912622,0.1361570015,41350.483343466,41971848.0371857,Earth,False,23.2,False
54017323,(2020 KP7),0.1108038821,0.2477650126,70986.8255907121,62866556.47492155,Earth,False,21.9,False
54101674,(2020 YL2),0.0267026877,0.0597090249,97279.0567687843,63163057.852564335,Earth,False,24.99,False
54104542,(2021 AG1),0.0375452479,0.0839537266,54577.4835045074,30382200.865199752,Earth,False,24.25,False
54264233,(2022 FY),0.0070885103,0.015850391,68836.1023423451,64249245.54571862,Earth,False,27.87,False
2068031,68031 (2000 YK29),0.6288614556,1.4061769631,28380.3471845248,48566372.723217934,Earth,False,18.13,False
2455199,455199 (2000 YK4),0.2914439045,0.6516883822,56585.6108016358,25876695.04888037,Earth,False,19.8,False
3071939,(2001 BB16),0.0608912622,0.1361570015,14838.5095135883,2547549.296438411,Earth,False,23.2,False
3102762,(2002 AA29),0.040230458,0.0899580388,21809.7662886031,9646922.004118385,Earth,False,24.1,False
3655734,(2014 AB),0.1677084622,0.3750075218,50274.7525542506,43377698.49348701,Earth,False,21.0,False
3841199,(2019 GK20),0.0305179233,0.0682401509,45889.536871755,40318791.06505293,Earth,False,24.7,False
3125003,(2002 JE9),0.1394938229,0.3119176705,50481.4833224874,55614625.95378576,Earth,False,21.4,True
3471976,(2009 TD17),0.0076657557,0.0171411509,26099.3739991088,50464532.32657762,Earth,False,27.7,False
3768653,(2017 CW1),0.1394938229,0.3119176705,33773.1375973068,60702844.42094298,Earth,False,21.4,False
3790129,(2017 XD),0.876102615,1.9590250023,167372.8034566939,73659764.57330292,Earth,False,17.41,False
3799636,(2018 CV13),0.1550797087,0.3467687706,35075.2618559217,60171726.459811136,Earth,False,21.17,False
3842613,(2019 KZ2),0.1394938229,0.3119176705,67641.0761074442,47859116.30013558,Earth,False,21.4,False
54049789,(2020 OT4),0.0146067964,0.0326617897,24060.6591223851,55084322.59793542,Earth,False,26.3,False
2612358,612358 (2002 JE9),0.1407845434,0.3148038092,50481.4835276417,55614625.938825965,Earth,False,21.38,True
3072545,(2001 BD16),0.2694976463,0.602615057,96789.9761910367,21833515.750117145,Earth,False,19.97,False
3398648,(2007 YM56),0.0913177026,0.2041925905,25026.3494146218,55416465.20435232,Earth,False,22.32,False
3684344,(2014 QK362),0.1272198785,0.2844722965,59454.9149473231,57559689.111964606,Earth,False,21.6,False
3743119,(2016 CW137),0.3346223745,0.7482383761,82722.6191509304,44181157.566819616,Earth,False,19.5,True
3795036,(2017 YW3),0.0133215567,0.0297879063,47824.6138637976,54068936.68941325,Earth,False,26.5,False
3797488,(2018 AX3),0.058150704,0.130028927,42486.4443653906,60865354.45709736,Earth,False,23.3,False
3893740,(2019 WK5),0.1925550782,0.4305662442,45851.837052627,34060548.52305814,Earth,False,20.7,False
54239541,(2022 BA),0.1414343753,0.3162568776,53188.8859866182,32438340.71112977,Earth,False,21.37,True
2020790,20790 (2000 SE45),1.4078454339,3.1480380919,20431.9006108626,40374852.1038863,Earth,False,16.38,False
2537829,537829 (2015 XY378),0.3094246986,0.69189466,35424.5949860877,36054346.493502416,Earth,False,19.67,False
3068066,(2001 BA16),0.0167708462,0.0375007522,18373.8871501844,306175.961654413,Earth,False,26.0,False
3092288,(2001 BN61),0.02658,0.0594346868,31621.788747005,3485924.166256893,Earth,False,25.0,False
3725977,(2015 PC228),0.3346223745,0.7482383761,46693.004052838,34353002.246092126,Earth,False,19.5,False
3746629,(2016 EN156),0.0073207399,0.016369672,27295.2306281084,72413359.56599009,Earth,False,27.8,False
3801934,(2018 EJ4),0.1414343753,0.3162568776,30806.149055815,71898983.56624335,Earth,False,21.37,True
3802037,(2018 FA3),0.0732073989,0.1636967205,60614.6323790182,51096758.64107146,Earth,False,22.8,False
3841713,(2019 JM1),0.0421264611,0.0941976306,71055.4781243113,73292925.5384197,Earth,False,24.0,False
3985571,(2020 AV2),1.5507970872,3.4676877062,44991.4524371593,74705495.73656417,Earth,False,16.17,False
3986701,(2020 BE),0.1108038821,0.2477650126,88216.3761291569,34552177.43364181,Earth,False,21.9,False
2594913,594913 'Aylo'chaxnim (2020 AV2),1.5224918504,3.4043952726,44991.3477629016,74705467.29800908,Earth,False,16.21,False
2526742,526742 (2006 WR127),0.2315021222,0.5176544822,49211.3599431631,29876833.170471225,Earth,False,20.3,False
3554439,(2010 YO),0.0319561887,0.0714562102,51531.0295927896,39698280.22351218,Earth,False,24.6,False
3588787,(2011 WK15),0.3051792326,0.6824015094,64788.305834547,64251607.6063272,Earth,False,19.7,False
3789119,(2017 VA2),0.058150704,0.130028927,42545.6418800761,53414529.8428096,Earth,False,23.3,False
54209481,(2021 TC15),0.0896509666,0.2004656557,63776.3904782532,53582579.42825093,Earth,False,22.36,False
54244780,(2022 CC1),0.010012787,0.0223892723,49256.00824181,36310465.94570995,Earth,False,27.12,False
3157021,(2003 ME1),0.0506471459,0.1132504611,43948.7237532503,46738983.33933981,Earth,False,23.6,False
3516632,(2010 GR75),0.3195618867,0.7145621017,76744.7714542748,53147174.81265614,Earth,False,19.6,False
3740496,(2016 AG193),0.052547853,0.1175005715,54406.2431049127,28247131.118607126,Earth,False,23.52,False
3751530,(2016 GF216),0.0278326768,0.0622357573,20944.8035940873,58831504.66387776,Earth,False,24.9,False
3781006,(2017 QY16),0.3051792326,0.6824015094,95061.6636303395,61738863.87000128,Earth,False,19.7,False
3830496,(2018 RP8),0.2954982931,0.6607542706,48952.7610389629,62510142.69120181,Earth,False,19.77,False
54054459,(2020 RS9),0.04411182,0.0986370281,57716.2171807441,39945539.143477485,Earth,False,23.9,False
2469929,469929 (2006 AK8),0.1677084622,0.3750075218,55369.9434596245,16915016.35071087,Earth,False,21.0,False
3313180,(2006 BC),0.3754524794,0.8395372662,91343.4208554485,35988937.427847855,Earth,False,19.25,False
3506746,(2010 CA),0.0366906138,0.0820427065,100967.3726233367,68100526.3815649,Earth,False,24.3,False
3837827,(2019 AO10),0.1925550782,0.4305662442,107904.8997589694,55511441.82525898,Earth,False,20.7,False
3989673,(2020 CN1),0.0766575574,0.1714115092,34791.0195131565,32827617.75101685,Earth,False,22.7,False
54130498,(2021 EY1),0.0122618211,0.0274182656,42854.8683231911,68709944.12217113,Earth,False,26.68,False
54245562,(2022 CW1),0.009830033,0.0219806221,96128.4706760272,58250484.59326067,Earth,False,27.16,False
2267223,267223 (2001 DQ8),0.6376097899,1.4257388333,88276.6642395618,54340555.72261512,Earth,False,18.1,False
2368184,368184 (2000 RN77),0.3346223745,0.7482383761,50526.5505373339,44291839.49571143,Earth,False,19.5,False
3092286,(2001 BB40),0.0319561887,0.0714562102,38796.4598154052,5427640.685445764,Earth,False,24.6,False
3072405,(2001 BO60),0.3669061375,0.8204270649,64966.8062796185,67509531.08009684,Earth,False,19.3,False
3154493,(2003 JV14),0.1332155667,0.2978790628,53881.4644721636,43969583.782603264,Earth,False,21.5,False
3748182,(2016 FJ3),0.0844413128,0.1888165155,46763.7882416147,28137757.79708314,Earth,False,22.49,False
54016640,(2020 HV2),0.4023045798,0.8995803882,95019.5065775062,31087922.33933698,Earth,False,19.1,False
54101721,(2020 YK3),0.009830033,0.0219806221,35067.5800807006,23461016.035490368,Earth,False,27.16,False
3177193,(2004 EL20),0.0121494041,0.0271668934,46519.5368844605,35933976.441991754,Earth,False,26.7,False
3797674,(2018 AB12),0.0350392641,0.0783501764,74970.0833469343,69789155.4981754,Earth,False,24.4,False
3825556,(2018 NS),0.096506147,0.2157943048,68192.2095610093,50062346.66600568,Earth,False,22.2,False
54153123,(2021 LH),0.0303777061,0.0679266159,18532.7034633018,34395244.95959316,Earth,False,24.71,False
2509352,509352 (2007 AG),0.2538370294,0.5675968529,82669.7341981465,69143457.31205636,Earth,False,20.1,True
3005969,(1994 WR12),0.0876102615,0.1959025002,45297.5335956011,20956435.03214207,Earth,False,22.41,False
3545238,(2010 QN1),0.2210828104,0.4943561926,76550.4236413868,56395594.842377454,Earth,False,20.4,False
54269715,(2022 GE3),0.0649463841,0.1452245297,51937.7834260764,43375545.22662559,Earth,False,23.06,False
2152742,152742 (1998 XE12),0.4004561582,0.8954471917,119266.8350688706,45316749.2683912,Earth,False,19.11,False
2313538,313538 (2002 YB12),0.5553349116,1.2417666126,105445.8045904212,74299479.12885793,Earth,False,18.4,False
2385186,385186 (1994 AW1),0.7808272775,1.7459828712,45243.8608660916,38587952.89446216,Earth,False,17.66,True
3092287,(2001 BM61),0.1680176773,0.3756989478,46886.7300513581,26628341.33377231,Earth,False,20.996,False
3555411,(2011 BA),0.2585562121,0.5781492662,111633.2619003137,71132506.07372068,Earth,False,20.06,False
3656923,(2014 BP8),0.0092162655,0.0206081961,43245.8643307216,18755654.70538789,Earth,False,27.3,False
3553666,(2010 XX58),0.5303407233,1.1858779086,80306.328648478,65309250.36534912,Earth,False,18.5,False
3645193,(2013 OY3),0.0291443905,0.0651688382,51543.0180985097,61255376.68885426,Earth,False,24.8,False
3660059,(2014 BP43),0.0133215567,0.0297879063,68755.5027538085,59208659.54900215,Earth,False,26.5,False
3797858,(2018 BH3),0.022108281,0.0494356193,37160.4966602944,4393003.221510523,Earth,False,25.4,False
54088813,(2020 WM),0.02658,0.0594346868,25958.4232315643,53862011.62908757,Earth,False,25.0,False
54235681,(2022 AM3),0.0128989683,0.02884297,72458.0660864826,69690496.5107389,Earth,False,26.57,False
2217013,217013 (2001 AA50),0.4836764882,1.0815335068,75735.3487638467,73540603.1080242,Earth,False,18.7,False
2325395,325395 (2009 CQ5),0.8366715019,1.8708543531,48594.9019041619,36842649.896384045,Earth,False,17.51,True
2497135,497135 (2004 QD20),0.634680239,1.4191881584,99305.7966367884,58486224.20795981,Earth,False,18.11,False
2523804,523804 (2000 YF29),0.2390864572,0.5346135707,26416.3852941287,2776683.67150408,Earth,False,20.23,True
3584577,(2011 UY255),0.0667659413,0.1492931834,19290.8910480371,21375397.8694377,Earth,False,23.0,False
3754434,(2016 NM15),0.008405334,0.0187948982,23935.8910495148,58861217.40386269,Earth,False,27.5,False
3797491,(2018 AD4),0.0699125232,0.1563291544,30255.5399777553,24703696.773909967,Earth,False,22.9,False
3837641,(2019 AU3),0.0608912622,0.1361570015,30603.9076591847,53179586.43285396,Earth,False,23.2,False
3989194,(2020 BP8),0.0211132445,0.0472106499,76615.366009761,17230288.536051698,Earth,False,25.5,False
2530938,530938 (2011 XE),0.365220357,0.8166575449,51150.7621830215,52304247.22856292,Earth,False,19.31,False
3743122,(2016 CY137),0.0133215567,0.0297879063,60691.7244358559,42999675.97063619,Earth,False,26.5,False
54054332,(2020 RA7),0.0105816886,0.023661375,26345.6001071035,6619106.967065538,Earth,False,27.0,False
2348306,348306 (2005 AY28),0.1301832102,0.2910985075,83711.7274091803,27582653.852027837,Earth,False,21.55,True
2427778,427778 (2005 BE),0.2515098375,0.5623930936,83795.7449714065,57680593.10819288,Earth,False,20.12,False
2495323,495323 (2014 JG78),0.3051792326,0.6824015094,96423.869007796,59939512.732269816,Earth,False,19.7,False
3557791,(2011 BY59),0.0840533402,0.1879489824,49422.4311377905,56444691.09805659,Earth,False,22.5,False
3656928,(2014 BH25),0.1272198785,0.2844722965,79895.5644095813,30548019.662163425,Earth,False,21.6,False
3662252,(2014 DH6),0.0183888672,0.0411187571,96103.0421048596,70241996.4336689,Earth,False,25.8,False
3670630,(2014 JU15),0.0291443905,0.0651688382,49288.6581013289,72665057.9673053,Earth,False,24.8,False
3989652,(2020 CH1),0.0211132445,0.0472106499,34188.8072693499,9490144.827618577,Earth,False,25.5,False
54106576,(2021 BN2),0.0253837029,0.0567596853,39791.8679123304,53407533.569303736,Earth,False,25.1,False
2005131,5131 (1990 BG),2.8350124902,6.3392806452,101894.6304409878,66215882.856001005,Earth,False,14.86,False
2228502,228502 (2001 TE2),0.235806068,0.5272783976,39251.0578707443,25632968.04486704,Earth,False,20.26,False
2418198,418198 (2008 CN70),0.4310771239,0.9639177525,85158.1295152668,42775215.67630016,Earth,False,18.95,False
3064315,(1998 XN17),0.0732073989,0.1636967205,23238.1147933969,33730048.351655975,Earth,False,22.8,False
3092285,(2001 BE16),0.2796114661,0.6252302454,74772.1262570936,33811933.483441494,Earth,False,19.89,False
3076609,(2001 DS8),0.0802703167,0.1794898848,22778.8986097376,10099545.289670808,Earth,False,22.6,False
3102758,(2002 AK14),0.1332155667,0.2978790628,34803.0199650572,32204224.89155076,Earth,False,21.5,False
3256321,(2004 TD10),0.1010543415,0.2259643771,62495.5379562936,74622338.87328577,Earth,False,22.1,False
3724221,(2015 ME131),0.3346223745,0.7482383761,81401.7407267596,51417974.5741842,Earth,False,19.5,True
54054410,(2020 RX8),0.3194147569,0.7142331095,81409.2711338347,51356062.56817791,Earth,False,19.601,True
54254975,(2022 EL5),0.0100590039,0.0224926165,9941.5976121181,9335863.990775457,Earth,False,27.11,False
3076813,(2001 BF10),0.0802703167,0.1794898848,32253.322341802,3965265.197557496,Earth,False,22.6,False
3555888,(2011 BC40),0.2315021222,0.5176544822,95334.1465860868,69271632.67731363,Earth,False,20.3,False
3825627,(2018 NT3),0.0608912622,0.1361570015,36101.8117501142,54973498.94002157,Earth,False,23.2,False
54244183,(2022 BX6),0.0178055329,0.039814382,66448.2450943242,32897123.67401966,Earth,False,25.87,False
2153267,153267 (2001 CB32),0.7154099509,1.599705282,76004.5561903523,26620233.847288083,Earth,False,17.85,False
2416151,416151 (2002 RQ25),0.1970402621,0.4405954204,81739.7792256906,65369478.7221275,Earth,False,20.65,False
3092284,(2001 BX15),0.1272198785,0.2844722965,56298.8716919215,12231611.006315326,Earth,False,21.6,False
3072969,(2001 BC16),0.04411182,0.0986370281,36795.4686045688,6103587.052246052,Earth,False,23.9,False
3070801,(2001 CQ36),0.0840533402,0.1879489824,17755.1579905041,3287106.098742464,Earth,False,22.5,False
3566360,(2011 KB),0.0253837029,0.0567596853,51686.5768296307,62284570.465817645,Earth,False,25.1,False
3704262,(2015 BP4),0.0555334912,0.1241766613,29010.8984449413,56207197.65776872,Earth,False,23.4,False
3758926,(2016 RT1),0.1108038821,0.2477650126,72215.1336933572,66325037.48039885,Earth,False,21.9,True
3795027,(2017 YO3),0.0060891262,0.0136157002,56007.882349821,40322176.03101721,Earth,False,28.2,False
3799273,(2018 CB2),0.02658,0.0594346868,44589.5208517212,43474532.38690952,Earth,False,25.0,False
54017077,(2020 KL),0.0291443905,0.0651688382,13504.6830859974,38406629.65457337,Earth,False,24.8,False
2152941,152941 (2000 FM10),0.7916896669,1.7702719124,118940.5412884019,57523444.28570464,Earth,False,17.63,False
3383904,(2007 RF2),0.1925550782,0.4305662442,64022.1885437951,56503227.29348825,Earth,False,20.7,True
3557543,(2011 CD66),0.0110803882,0.0247765013,50175.2093220457,24268700.4258622,Earth,False,26.9,False
3626614,(2013 CV83),0.04411182,0.0986370281,33080.6453822298,15642716.116658704,Earth,False,23.9,False
3689268,(2014 SM1),0.0201629919,0.0450858206,19536.4499614473,27631391.16257769,Earth,False,25.6,False
3840753,(2019 FY2),0.0088014652,0.0196806745,39828.254041129,31469185.66068476,Earth,False,27.4,False
54100190,(2020 XA5),0.037201031,0.0831840342,55889.8824468787,23038052.60707584,Earth,False,24.27,False
54244187,(2022 CD),0.0159424468,0.0356483948,55101.5946909011,29802961.71234565,Earth,False,26.11,False
3256739,(2004 TK14),0.2538370294,0.5675968529,17896.0597075417,65794186.790821545,Earth,False,20.1,False
3457435,(2009 HS2),0.1077841687,0.2410127282,80962.5535662751,74352320.53729294,Earth,False,21.96,False
3457846,(2009 HG21),0.02658,0.0594346868,86729.7074654426,63780124.74170068,Earth,False,25.0,False
3576469,(2011 QS2),0.1925550782,0.4305662442,83629.2220181284,54742517.36037672,Earth,False,20.7,False
3599929,(2012 DT32),0.1460679643,0.3266178974,49766.1146755466,14507713.65117748,Earth,False,21.3,False
3727341,(2015 RQ82),0.096506147,0.2157943048,85709.7587466673,72869350.64367133,Earth,False,22.2,False
3769886,(2017 DA36),0.0253837029,0.0567596853,18999.3932963717,47869022.02781614,Earth,False,25.1,False
3790060,(2017 WP28),0.1838886721,0.411187571,121247.4981567218,33073294.763265632,Earth,False,20.8,False
3799713,(2018 DU),0.0058150704,0.0130028927,54355.2945560186,55502078.67409313,Earth,False,28.3,False
3837955,(2019 BA1),0.0969515991,0.2167903661,66869.0233177882,34898057.31326507,Earth,False,22.19,False
54048828,(2020 NK1),0.4290965044,0.9594889528,107854.1590787536,48575907.25370367,Earth,False,18.96,True
2585734,585734 (2019 BA1),0.096506147,0.2157943048,66869.0234320075,34898057.26838571,Earth,False,22.2,False
54215193,(2021 VB),0.0181365625,0.0405545866,29161.6080611796,69299379.88080421,Earth,False,25.83,False
2141432,141432 (2002 CQ11),0.2658,0.5943468684,96280.1783862599,64462290.78954408,Earth,False,20.0,True
3402249,(2008 CK70),0.0278326768,0.0622357573,100535.1041178475,61498133.50580128,Earth,False,24.9,False
3702706,(2014 YS),0.0334622374,0.0748238376,58976.551601527,33995099.813968025,Earth,False,24.5,False
3740101,(2016 AB166),0.0350392641,0.0783501764,116288.9995483332,54713963.61492983,Earth,False,24.4,False
3752430,(2016 HD3),0.0066765941,0.0149293183,81281.7352838531,74233380.70125861,Earth,False,28.0,False
3568329,(2011 MW1),0.0921626549,0.2060819612,31955.8102235126,5953324.683467299,Earth,False,22.3,False
3596682,(2012 BL77),0.058150704,0.130028927,51927.2722942715,37815573.63132989,Earth,False,23.3,False
3662632,(2014 DD23),0.1214940408,0.2716689341,28651.9083234466,53424665.77169252,Earth,False,21.7,False
3683393,(2014 QN266),0.0146067964,0.0326617897,7780.3401132176,16013249.111906692,Earth,False,26.3,False
3704769,(2015 BG92),0.0253837029,0.0567596853,14765.5285175084,9783698.633549394,Earth,False,25.1,False
3709250,(2015 BY512),0.1394938229,0.3119176705,63761.517761598,62794609.23435864,Earth,False,21.4,False
3722211,(2015 MN66),0.2538370294,0.5675968529,89482.6647265259,65598076.5793922,Earth,False,20.1,False
3767164,(2017 BO30),0.04411182,0.0986370281,69419.9772854503,52663195.96314959,Earth,False,23.9,False
3769817,(2017 DU34),0.0116025908,0.0259441818,85338.9500829325,53777267.5024889,Earth,False,26.8,False
3989280,(2020 BQ12),0.0334622374,0.0748238376,43227.9621147172,24120846.46311215,Earth,False,24.5,False
54187638,(2021 QR),0.1198270801,0.2679414966,86220.6111455594,42853865.73918714,Earth,False,21.73,False
3070723,(2001 BY15),0.4023045798,0.8995803882,60690.3409045271,65415008.13075201,Earth,False,19.1,False
